nome_curso;modalidade_ensino;ingressantes_2009;ingressantes_2010;ingressantes_2011;ingressantes_2012;ingressantes_2013;ingressantes_2014;ingressantes_2015;ingressantes_2016;ingressantes_2017;ingressantes_2018;concluintes_2009;concluintes_2010;concluintes_2011;concluintes_2012;concluintes_2013;concluintes_2014;concluintes_2015;concluintes_2016;concluintes_2017;concluintes_2018
CIÊNCIAS IMOBILIÁRIAS;Presencial;;53.0;55.0;56.0;56.0;55.0;59.0;35.0;38.0;38.0;;8.0;19.0;12.0;2.0;1.0;16.0;8.0;7.0;12.0
CIÊNCIAS JURÍDICAS E SOCIAIS;Presencial;;131.0;189.0;303.0;372.0;373.0;371.0;356.0;337.0;357.0;;138.0;115.0;150.0;118.0;139.0;125.0;114.0;216.0;265.0
CIÊNCIAS MATEMÁTICAS E DA TERRA;Presencial;;165.0;274.0;281.0;282.0;299.0;285.0;277.0;276.0;284.0;;0.0;3.0;0.0;1.0;7.0;4.0;8.0;6.0;10.0
CIÊNCIAS MATEMÁTICAS E DA TERRA - ANALISTA DE SUPORTE À DECISÃO;Presencial;;;;;;;9.0;3.0;12.0;7.0;;;;;;;0.0;0.0;0.0;1.0
CIÊNCIAS MATEMÁTICAS E DA TERRA - CIÊNCIAS DA TERRA E PATRIMÔNIO NATURAL;Presencial;;;;;;;;10.0;5.0;3.0;;;;;;;;0.0;2.0;0.0
CIÊNCIAS MATEMÁTICAS E DA TERRA - SENSORIAMENTO REMOTO E GEOPROCESSAMENTO;Presencial;;;;;13.0;17.0;18.0;11.0;7.0;9.0;;;;;1.0;0.0;3.0;9.0;7.0;4.0
CIÊNCIAS MILITARES;Presencial;;;;;;;512.0;492.0;489.0;432.0;;;;;;;0.0;8.0;2.0;4.0
CIÊNCIAS MOLECULARES;Presencial;;9.0;24.0;3.0;8.0;20.0;10.0;17.0;27.0;27.0;;16.0;0.0;21.0;5.0;13.0;12.0;11.0;13.0;10.0
CIÊNCIAS NATURAIS;Presencial;;1071.0;1063.0;1348.0;1148.0;916.0;838.0;866.0;980.0;1007.0;;107.0;73.0;138.0;582.0;362.0;494.0;561.0;426.0;562.0
CIÊNCIAS NATURAIS - BIOLOGIA;Presencial;;312.0;214.0;;175.0;208.0;163.0;245.0;235.0;211.0;;0.0;45.0;;0.0;4.0;16.0;42.0;38.0;47.0
CIÊNCIAS NATURAIS - CIÊNCIAS BIOLÓGICAS;Presencial;;14.0;58.0;;;;;;;;;0.0;33.0;;;;;;;
CIÊNCIAS NATURAIS - FÍSICA;Presencial;;168.0;59.0;;60.0;64.0;54.0;27.0;31.0;25.0;;1.0;1.0;;0.0;1.0;3.0;10.0;1.0;0.0
CIÊNCIAS NATURAIS - QUÍMICA;Presencial;;162.0;98.0;;88.0;119.0;105.0;104.0;116.0;119.0;;2.0;17.0;;0.0;44.0;1.0;20.0;25.0;24.0
CIÊNCIAS NATURAIS E BIOLOGIA;Presencial;;13.0;;;;;;;;;;0.0;;;;;;;;
CIÊNCIAS NATURAIS E MATEMÁTICA - FÍSICA;Presencial;;31.0;37.0;21.0;9.0;14.0;18.0;21.0;19.0;9.0;;1.0;4.0;5.0;6.0;3.0;4.0;5.0;6.0;2.0
CIÊNCIAS NATURAIS E MATEMÁTICA - MATEMÁTICA;Presencial;;37.0;29.0;26.0;12.0;11.0;21.0;22.0;24.0;17.0;;2.0;2.0;9.0;8.0;8.0;5.0;5.0;4.0;4.0
CIÊNCIAS NATURAIS E MATEMÁTICA - QUÍMICA;Presencial;;35.0;34.0;25.0;27.0;15.0;19.0;22.0;25.0;32.0;;4.0;7.0;3.0;7.0;8.0;12.0;8.0;2.0;4.0
CIÊNCIAS NATURAIS: HABILITAÇÃO EM FÍSICA;Presencial;;;;;;;;;42.0;32.0;;;;;;;;;0.0;0.0
CIÊNCIAS NATURAIS: HABILITAÇÃO EM QUÍMICA;Presencial;;;;;;;;;40.0;39.0;;;;;;;;;0.0;0.0
CIÊNCIAS POLICIAIS;Presencial;;;;;;;;;;100.0;;;;;;;;;;0.0
CIÊNCIAS POLÍTICAS;Presencial;;347.0;260.0;170.0;120.0;5.0;;;;;;69.0;89.0;86.0;70.0;4.0;;;;
CIÊNCIAS RURAIS;Presencial;;141.0;176.0;163.0;9.0;;1.0;;2.0;1.0;;0.0;0.0;41.0;45.0;;40.0;;8.0;2.0
CIÊNCIAS SOCIAIS;Presencial;;5871.0;6367.0;6628.0;6361.0;5868.0;5443.0;5541.0;5221.0;5221.0;;2416.0;2425.0;2576.0;2780.0;2665.0;2303.0;2044.0;2050.0;1994.0
CIÊNCIAS SOCIAIS - ANTROPOLOGIA;Presencial;;68.0;142.0;1.0;;;;;;;;76.0;85.0;0.0;;;;;;
CIÊNCIAS SOCIAIS - ANTROPOLOGIA SOCIAL;Presencial;;80.0;;;;;;;;;;0.0;;;;;;;;
CIÊNCIAS SOCIAIS - CIÊNCIA POLÍTICA;Presencial;;;66.0;63.0;61.0;58.0;53.0;56.0;47.0;50.0;;;0.0;14.0;10.0;14.0;12.0;16.0;9.0;21.0
CIÊNCIAS SOCIAIS - CIÊNCIAS POLÍTICAS;Presencial;;1.0;5.0;;;;;;;;;14.0;14.0;;;;;;;
CIÊNCIAS SOCIAIS - LICENCIATURA OU BACHARELADO;Presencial;;212.0;;;;;;;;;;0.0;;;;;;;;
CIÊNCIAS SOCIAIS - POLÍTICA;Presencial;;1.0;1.0;1.0;;;;;;;;0.0;2.0;0.0;;;;;;
CIÊNCIAS SOCIAIS - POLÍTICA E SOCIOLOGIA - POLÍTICA E SOCIOLOGIA;Presencial;;1.0;;;;;;;;;;1.0;;;;;;;;
CIÊNCIAS SOCIAIS - POLÍTICAS PÚBLICAS;Presencial;;;94.0;111.0;60.0;61.0;59.0;72.0;60.0;52.0;;;2.0;46.0;29.0;23.0;17.0;18.0;9.0;19.0
CIÊNCIAS SOCIAIS - PROGRAMA DE FORMAÇÃO INICIAL DE PROFESSORES - PARA ATUAÇÃO NO ENSINO FUNDAMENTAL E MÉDIO;Presencial;;;;;32.0;;;;;;;;;;0.0;;;;;
CIÊNCIAS SOCIAIS - SOCIOLOGIA;Presencial;;36.0;116.0;1.0;;;;;;;;36.0;63.0;0.0;;;;;;
CIÊNCIAS SOCIOAMBIENTAIS;Presencial;;50.0;49.0;56.0;57.0;58.0;62.0;62.0;50.0;54.0;;0.0;0.0;0.0;3.0;17.0;24.0;22.0;26.0;28.0
CIÊNCIAS TEOLÓGICAS;Presencial;;191.0;37.0;155.0;76.0;126.0;213.0;269.0;33.0;127.0;;91.0;38.0;72.0;85.0;27.0;97.0;73.0;423.0;69.0
CIÊNCIAS: BIOLOGIA, FÍSICA E QUÍMICA;Presencial;;316.0;325.0;366.0;82.0;34.0;152.0;122.0;176.0;49.0;;0.0;0.0;0.0;0.0;0.0;16.0;13.0;23.0;0.0
COM SOCIAL JORNALISMO;Presencial;51.0;;;;;;;;;;51.0;;;;;;;;;
COM SOCIAL PUBLICIDADE E PROPAGANDA;Presencial;51.0;;;;;;;;;;43.0;;;;;;;;;
COM SOCIAL RELACOES PUBLICAS;Presencial;53.0;;;;;;;;;;51.0;;;;;;;;;
COMERCIO EXTERIOR;Presencial;815.0;;;;;;;;;;193.0;;;;;;;;;
COMERCIO EXTERIOR E NEGOCIOS INTERNACIONAIS;Presencial;44.0;;;;;;;;;;0.0;;;;;;;;;
COMERCIO INTERNACIONAL;Presencial;326.0;;;;;;;;;;0.0;;;;;;;;;
COMPOSICAO DE INTERIOR;Presencial;35.0;;;;;;;;;;9.0;;;;;;;;;
COMPOSICAO E REGENCIA;Presencial;7.0;;;;;;;;;;5.0;;;;;;;;;
COMPOSICAO PAISAGISTICA;Presencial;20.0;;;;;;;;;;13.0;;;;;;;;;
COMPOSIÇÃO DE INTERIOR;Presencial;;39.0;33.0;32.0;30.0;30.0;31.0;28.0;30.0;35.0;;14.0;15.0;14.0;12.0;26.0;19.0;24.0;12.0;12.0
COMPOSIÇÃO E REGÊNCIA;Presencial;;17.0;12.0;17.0;10.0;16.0;20.0;20.0;19.0;17.0;;12.0;5.0;4.0;3.0;13.0;8.0;9.0;4.0;8.0
COMPOSIÇÃO PAISAGÍSTICA;Presencial;;22.0;18.0;11.0;21.0;19.0;21.0;24.0;20.0;27.0;;15.0;8.0;8.0;6.0;15.0;7.0;4.0;12.0;15.0
COMPUTACAO;Presencial;821.0;;;;;;;;;;297.0;;;;;;;;;
COMPUTACAO SISTEMAS DE INFORMACAO;Presencial;67.0;;;;;;;;;;25.0;;;;;;;;;
COMPUTAÇÃO;Presencial;;912.0;1096.0;1302.0;1328.0;1489.0;1433.0;1659.0;1321.0;1604.0;;273.0;350.0;301.0;333.0;242.0;308.0;317.0;320.0;241.0
COMPUTAÇÃO E INFORMÁTICA;Presencial;;227.0;71.0;175.0;114.0;97.0;51.0;50.0;47.0;42.0;;0.0;0.0;0.0;38.0;1.0;9.0;13.0;6.0;9.0
COMPUTAÇÃO GRÁFICA;Presencial;;1.0;;;;;;22.0;28.0;35.0;;0.0;;;;;;0.0;0.0;0.0
COMUNICACAO DAS ARTES DO CORPO;Presencial;48.0;;;;;;;;;;32.0;;;;;;;;;
COMUNICACAO E MARKETING;Presencial;31.0;;;;;;;;;;11.0;;;;;;;;;
COMUNICACAO E MULTIMEIOS;Presencial;103.0;;;;;;;;;;43.0;;;;;;;;;
COMUNICACAO SOCIAL;Presencial;3510.0;;;;;;;;;;1017.0;;;;;;;;;
COMUNICACAO SOCIAL  - JORNALISMO;Presencial;3.0;;;;;;;;;;14.0;;;;;;;;;
COMUNICACAO SOCIAL  CAMPUS I  REBOUCAS - PUBLICIDADE E PROPAGANDA;Presencial;59.0;;;;;;;;;;78.0;;;;;;;;;
COMUNICACAO SOCIAL  CAMPUS II  BARRA - JORNALISMO;Presencial;90.0;;;;;;;;;;120.0;;;;;;;;;
COMUNICACAO SOCIAL  CAMPUS II  BARRA - PUBLICIDADE E PROPAGANDA;Presencial;140.0;;;;;;;;;;128.0;;;;;;;;;
COMUNICACAO SOCIAL  CHACARA SANTO ANTONIO - JORNALISMO  CHACARA SANTO ANTONIO;Presencial;89.0;;;;;;;;;;34.0;;;;;;;;;
COMUNICACAO SOCIAL  EDITORACAO;Presencial;17.0;;;;;;;;;;14.0;;;;;;;;;
COMUNICACAO SOCIAL  HABILITACAO EM JORNALISMO ENFASE EM GESTAO DA COMUNICACAO;Presencial;28.0;;;;;;;;;;42.0;;;;;;;;;
COMUNICACAO SOCIAL  JORNALISMO;Presencial;190.0;;;;;;;;;;103.0;;;;;;;;;
COMUNICACAO SOCIAL  MARGINAL PINHEIROS - PUBLICIDADE E PROPAGANDA;Presencial;86.0;;;;;;;;;;67.0;;;;;;;;;
COMUNICACAO SOCIAL  MARQUES - JORNALISMO;Presencial;86.0;;;;;;;;;;56.0;;;;;;;;;
COMUNICACAO SOCIAL  NORTE - JORNALISMO;Presencial;31.0;;;;;;;;;;37.0;;;;;;;;;
COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA;Presencial;280.0;;;;;;;;;;142.0;;;;;;;;;
COMUNICACAO SOCIAL  RELACOES PUBLICAS;Presencial;20.0;;;;;;;;;;11.0;;;;;;;;;
COMUNICACAO SOCIAL  TATUAPE - JORNALISMO;Presencial;48.0;;;;;;;;;;31.0;;;;;;;;;
COMUNICACAO SOCIAL  TATUAPE - PUBLICIDADE E PROPAGANDA;Presencial;129.0;;;;;;;;;;75.0;;;;;;;;;
COMUNICACAO SOCIAL  VERGUEIRO - JORNALISMO;Presencial;202.0;;;;;;;;;;78.0;;;;;;;;;
COMUNICACAO SOCIAL - AUDIOVISUAL;Presencial;115.0;;;;;;;;;;38.0;;;;;;;;;
COMUNICACAO SOCIAL - CINEMA;Presencial;227.0;;;;;;;;;;87.0;;;;;;;;;
COMUNICACAO SOCIAL - CINEMA DIGITAL;Presencial;16.0;;;;;;;;;;15.0;;;;;;;;;
COMUNICACAO SOCIAL - CINEMA E MIDIAS DIGITAIS;Presencial;104.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - CINEMA E VIDEO;Presencial;35.0;;;;;;;;;;53.0;;;;;;;;;
COMUNICACAO SOCIAL - COMUNICACAO DIGITAL;Presencial;26.0;;;;;;;;;;8.0;;;;;;;;;
COMUNICACAO SOCIAL - COMUNICACAO E MARKETING;Presencial;8.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - COMUNICACAO INSTITUCIONAL E RELACOES PUBLICAS;Presencial;1.0;;;;;;;;;;60.0;;;;;;;;;
COMUNICACAO SOCIAL - COMUNICACAO MERCADOLOGICA;Presencial;19.0;;;;;;;;;;124.0;;;;;;;;;
COMUNICACAO SOCIAL - COMUNICACAO SOCIAL JORNALISMO;Presencial;84.0;;;;;;;;;;108.0;;;;;;;;;
COMUNICACAO SOCIAL - COMUNICACAO SOCIAL PUBLICIDADE E PROPAGANDA;Presencial;99.0;;;;;;;;;;81.0;;;;;;;;;
COMUNICACAO SOCIAL - DESIGN DIGITAL;Presencial;61.0;;;;;;;;;;76.0;;;;;;;;;
COMUNICACAO SOCIAL - EDITORACAO;Presencial;8.0;;;;;;;;;;10.0;;;;;;;;;
COMUNICACAO SOCIAL - FOTOGRAFIA;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - HABILITACAO EM PUBLICIDADE E PROPAGANDA;Presencial;79.0;;;;;;;;;;33.0;;;;;;;;;
COMUNICACAO SOCIAL - HABILITACAO EM RELACOES PUBLICAS;Presencial;35.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - JORMALISMO;Presencial;78.0;;;;;;;;;;35.0;;;;;;;;;
COMUNICACAO SOCIAL - JORNALISMO;Presencial;13635.0;;;;;;;;;;8100.0;;;;;;;;;
COMUNICACAO SOCIAL - JORNALISMO EM MULTIMEIOS;Presencial;40.0;;;;;;;;;;57.0;;;;;;;;;
COMUNICACAO SOCIAL - MIDIA ELETRONICA;Presencial;46.0;;;;;;;;;;34.0;;;;;;;;;
COMUNICACAO SOCIAL - MULTIMIDIA;Presencial;53.0;;;;;;;;;;57.0;;;;;;;;;
COMUNICACAO SOCIAL - PRODUCAO EDITORIAL;Presencial;77.0;;;;;;;;;;83.0;;;;;;;;;
COMUNICACAO SOCIAL - PRODUCAO EDITORIAL E MULTIMIDIA;Presencial;16.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - PROPAGANDA E MARKETING;Presencial;44.0;;;;;;;;;;48.0;;;;;;;;;
COMUNICACAO SOCIAL - PUBLICIDADE E PPROPAGANDA;Presencial;11.0;;;;;;;;;;21.0;;;;;;;;;
COMUNICACAO SOCIAL - PUBLICIDADE E PROPAGANDA;Presencial;18617.0;;;;;;;;;;10804.0;;;;;;;;;
COMUNICACAO SOCIAL - PUBLICIDADE PROPAGANDA;Presencial;20.0;;;;;;;;;;16.0;;;;;;;;;
COMUNICACAO SOCIAL - PUBLICIDADE PROPAGANDA E MARKETING;Presencial;56.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIALISMO;Presencial;404.0;;;;;;;;;;471.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIALISMO  RADIO E TV;Presencial;26.0;;;;;;;;;;19.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIALISMO PRODUCAO EM MIDIA AUDIOVISUAL;Presencial;32.0;;;;;;;;;;10.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIALISMO RADIO E TELEVISAO;Presencial;2.0;;;;;;;;;;7.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIALISMO RADIO E TV;Presencial;287.0;;;;;;;;;;276.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIALISMO-RADIO-TV;Presencial;30.0;;;;;;;;;;15.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIO E TELEVISAO;Presencial;196.0;;;;;;;;;;54.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIO E TV;Presencial;668.0;;;;;;;;;;288.0;;;;;;;;;
COMUNICACAO SOCIAL - RADIO-TV;Presencial;4.0;;;;;;;;;;6.0;;;;;;;;;
COMUNICACAO SOCIAL - REALIZACAO AUDIOVISUAL;Presencial;32.0;;;;;;;;;;27.0;;;;;;;;;
COMUNICACAO SOCIAL - RELACOES PUBLICAS;Presencial;2510.0;;;;;;;;;;2031.0;;;;;;;;;
COMUNICACAO SOCIAL - RELACOES PUBLICAS  ENFASE EM MULTIMIDIA;Presencial;22.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL - RELACOES PUBLICAS COM ENFASE EM MARKETING;Presencial;1.0;;;;;;;;;;65.0;;;;;;;;;
COMUNICACAO SOCIAL ANCHIETA;Presencial;67.0;;;;;;;;;;40.0;;;;;;;;;
COMUNICACAO SOCIAL ANCHIETA - JORNALISMO;Presencial;1.0;;;;;;;;;;16.0;;;;;;;;;
COMUNICACAO SOCIAL CAMPUS I REBOUCAS - JORNALISMO;Presencial;41.0;;;;;;;;;;109.0;;;;;;;;;
COMUNICACAO SOCIAL CAMPUS NOVA FRIBURGO - JORNALISMO;Presencial;22.0;;;;;;;;;;24.0;;;;;;;;;
COMUNICACAO SOCIAL CAMPUS NOVA FRIBURGO - PUBLICIDADE E PROPAGANDA;Presencial;37.0;;;;;;;;;;37.0;;;;;;;;;
COMUNICACAO SOCIAL CAMPUS PETROPOLIS - JORNALISMO;Presencial;26.0;;;;;;;;;;24.0;;;;;;;;;
COMUNICACAO SOCIAL CAMPUS PETROPOLIS - PUBLICIDADE E PROPAGANDA;Presencial;27.0;;;;;;;;;;9.0;;;;;;;;;
COMUNICACAO SOCIAL CCD - JORNALISMO;Presencial;3.0;;;;;;;;;;21.0;;;;;;;;;
COMUNICACAO SOCIAL COM HABILITACAO EM JORNALISMO;Presencial;31.0;;;;;;;;;;45.0;;;;;;;;;
COMUNICACAO SOCIAL COM HABILITACAO EM PUBLICIDADE E PROPAGANDA;Presencial;58.0;;;;;;;;;;185.0;;;;;;;;;
COMUNICACAO SOCIAL COM HABILITACAO EM RELACOES PUBLICAS;Presencial;30.0;;;;;;;;;;49.0;;;;;;;;;
COMUNICACAO SOCIAL GESTAO DE COMUNICACAO INTEGRADA;Presencial;11.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL GESTAO DE COMUNICACAO INTEGRADA - JORNALISMO;Presencial;3.0;;;;;;;;;;21.0;;;;;;;;;
COMUNICACAO SOCIAL HABILITACAO JORNALISMO - COMUNICACAO SOCIAL HABILITACAO JORNALISMO;Presencial;49.0;;;;;;;;;;1.0;;;;;;;;;
COMUNICACAO SOCIAL HABILITACAO MIDIALOGIA;Presencial;31.0;;;;;;;;;;33.0;;;;;;;;;
COMUNICACAO SOCIAL HABILITACAO PUBLICIDADE E PROPAGANDA - COMUNICACAO SOCIAL HABILITACAO PUBLICIDADE E PROPAGANDA;Presencial;38.0;;;;;;;;;;6.0;;;;;;;;;
COMUNICACAO SOCIAL HABILITACAO RELACOES PUBLICAS - COMUNICACAO SOCIAL HABILITACAO EM RELACOES PUBLICAS;Presencial;38.0;;;;;;;;;;4.0;;;;;;;;;
COMUNICACAO SOCIAL IJ - JORNALISMO;Presencial;57.0;;;;;;;;;;22.0;;;;;;;;;
COMUNICACAO SOCIAL IJ - PUBLICIDADE E PROPAGANDA;Presencial;38.0;;;;;;;;;;9.0;;;;;;;;;
COMUNICACAO SOCIAL IJ - RELACOES PUBLICAS;Presencial;11.0;;;;;;;;;;6.0;;;;;;;;;
COMUNICACAO SOCIAL INDIANOPOLIS - PUBLICIDADE E PORPAGANDA INDIANOPOLIS;Presencial;84.0;;;;;;;;;;65.0;;;;;;;;;
COMUNICACAO SOCIAL JABAQUARA - JORNALISMO;Presencial;37.0;;;;;;;;;;21.0;;;;;;;;;
COMUNICACAO SOCIAL JABAQUARA - PUBLICIDADE E PROPAGANDA;Presencial;61.0;;;;;;;;;;14.0;;;;;;;;;
COMUNICACAO SOCIAL JORNALISMO;Presencial;295.0;;;;;;;;;;78.0;;;;;;;;;
COMUNICACAO SOCIAL MADUREIRA - JORNALISMO;Presencial;80.0;;;;;;;;;;70.0;;;;;;;;;
COMUNICACAO SOCIAL MADUREIRA - PUBLICIDADE E PROPAGANDA;Presencial;119.0;;;;;;;;;;44.0;;;;;;;;;
COMUNICACAO SOCIAL MARAJOARA - JORNALISMO;Presencial;27.0;;;;;;;;;;30.0;;;;;;;;;
COMUNICACAO SOCIAL MARAJOARA - PUBLICIDADE E PROPAGANDA;Presencial;42.0;;;;;;;;;;39.0;;;;;;;;;
COMUNICACAO SOCIAL MFA - RELACOES PUBLICAS;Presencial;2.0;;;;;;;;;;1.0;;;;;;;;;
COMUNICACAO SOCIAL MOEMA - PUBLICIDADE E PROPAGANDA MOEMA;Presencial;3.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL NATAL JORNALISMO;Presencial;119.0;;;;;;;;;;52.0;;;;;;;;;
COMUNICACAO SOCIAL NATAL PUBLICIDADE E PROPAGANDA;Presencial;79.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL NATAL RADIALISMO;Presencial;80.0;;;;;;;;;;38.0;;;;;;;;;
COMUNICACAO SOCIAL PUBLICIDADE E MARKETING;Presencial;8.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICACAO SOCIAL PUBLICIDADE E PROP;Presencial;72.0;;;;;;;;;;24.0;;;;;;;;;
COMUNICACAO SOCIAL PUBLICIDADE E PROPAGANDA;Presencial;274.0;;;;;;;;;;68.0;;;;;;;;;
COMUNICACAO SOCIAL RELACOES PUBLICAS;Presencial;77.0;;;;;;;;;;38.0;;;;;;;;;
COMUNICACAO SOCIAL-JORNALISMO;Presencial;40.0;;;;;;;;;;59.0;;;;;;;;;
COMUNICACAO SOCIALHABILITACAO PUBLICIDADE E PROPAGANDA ENFASE EM MARKETING;Presencial;75.0;;;;;;;;;;40.0;;;;;;;;;
COMUNICACAO VISUAL DESIGN;Presencial;198.0;;;;;;;;;;0.0;;;;;;;;;
COMUNICAÇÃO ASSISTIVA;Presencial;;43.0;45.0;50.0;26.0;38.0;17.0;12.0;;;;21.0;28.0;21.0;41.0;20.0;13.0;24.0;;
COMUNICAÇÃO DAS ARTES DO CORPO;Presencial;;53.0;39.0;27.0;41.0;35.0;37.0;25.0;1.0;18.0;;19.0;21.0;22.0;18.0;19.0;19.0;20.0;14.0;18.0
COMUNICAÇÃO E ILUSTRAÇÃO DIGITAL;Presencial;;;;;;;;;;38.0;;;;;;;;;;0.0
COMUNICAÇÃO E MARKETING;Presencial;;68.0;20.0;36.0;50.0;37.0;75.0;68.0;78.0;99.0;;18.0;11.0;15.0;21.0;9.0;11.0;20.0;16.0;24.0
COMUNICAÇÃO E MULTIMEIOS;Presencial;;91.0;98.0;104.0;83.0;94.0;105.0;86.0;91.0;78.0;;27.0;32.0;41.0;27.0;41.0;60.0;54.0;55.0;70.0
COMUNICAÇÃO EM COMPUTAÇÃO GRÁFICA;Presencial;;13.0;;2.0;;;;;;;;45.0;;0.0;;;;;;
COMUNICAÇÃO EM CRIAÇÃO E DESENVOLVIMENTO DE WEB SITES E DESIGN;Presencial;;86.0;94.0;52.0;50.0;;;;;;;66.0;33.0;7.0;26.0;;;;;
COMUNICAÇÃO EM MÍDIAS DIGITAIS;Presencial;;60.0;61.0;59.0;65.0;49.0;50.0;51.0;48.0;48.0;;0.0;0.0;0.0;0.0;27.0;24.0;36.0;46.0;21.0
COMUNICAÇÃO EMPRESARIAL E ESTRATÉGIAS EM EVENTOS;Presencial;;25.0;;1.0;;;;;;;;15.0;;7.0;;;;;;
COMUNICAÇÃO INSTITUCIONAL;Presencial;;331.0;160.0;153.0;299.0;191.0;202.0;171.0;175.0;109.0;;178.0;121.0;50.0;65.0;43.0;117.0;68.0;91.0;84.0
COMUNICAÇÃO ORGANIZACIONAL;Presencial;;78.0;80.0;81.0;80.0;167.0;184.0;187.0;186.0;182.0;;0.0;0.0;0.0;22.0;38.0;35.0;52.0;69.0;76.0
COMUNICAÇÃO PARA WEB;Presencial;;;;;;;;;;1.0;;;;;;;;;;0.0
COMUNICAÇÃO SOCIAL;Presencial;;4275.0;4002.0;14114.0;6339.0;3087.0;2468.0;1849.0;1554.0;935.0;;2233.0;1995.0;5269.0;2143.0;1182.0;1172.0;923.0;724.0;813.0
COMUNICAÇÃO SOCIAL  - RADIALISMO;Presencial;;135.0;170.0;223.0;136.0;347.0;199.0;102.0;99.0;101.0;;85.0;98.0;107.0;64.0;113.0;129.0;83.0;68.0;57.0
COMUNICAÇÃO SOCIAL - AUDIO VISUAL;Presencial;;67.0;57.0;;;;;;;;;34.0;43.0;;;;;;;
COMUNICAÇÃO SOCIAL - AUDIOVISUAL;Presencial;;97.0;80.0;109.0;174.0;126.0;56.0;66.0;148.0;107.0;;0.0;0.0;14.0;56.0;53.0;57.0;54.0;49.0;39.0
COMUNICAÇÃO SOCIAL - CINEMA;Presencial;;;3.0;129.0;139.0;142.0;146.0;101.0;101.0;193.0;;;43.0;134.0;101.0;54.0;92.0;75.0;88.0;129.0
COMUNICAÇÃO SOCIAL - CINEMA DIGITAL;Presencial;;;1.0;;;1.0;;;;;;;7.0;;;0.0;;;;
COMUNICAÇÃO SOCIAL - CINEMA E AUDIOVISUAL;Presencial;;;;;;48.0;69.0;71.0;69.0;72.0;;;;;;0.0;0.0;0.0;16.0;22.0
COMUNICAÇÃO SOCIAL - CINEMA E MÍDIAS DIGITAIS;Presencial;;;;104.0;138.0;112.0;120.0;139.0;133.0;131.0;;;;49.0;32.0;31.0;25.0;26.0;42.0;39.0
COMUNICAÇÃO SOCIAL - CINEMA E VIDEO;Presencial;;35.0;8.0;;;;;;;;;55.0;25.0;;;;;;;
COMUNICAÇÃO SOCIAL - CINEMA E VÍDEO;Presencial;;;;;1.0;15.0;26.0;41.0;31.0;66.0;;;;;12.0;4.0;1.0;0.0;1.0;8.0
COMUNICAÇÃO SOCIAL - COMUNICAÇÃO DIGITAL;Presencial;;26.0;13.0;14.0;7.0;27.0;25.0;22.0;15.0;30.0;;1.0;10.0;12.0;13.0;5.0;7.0;1.0;17.0;12.0
COMUNICAÇÃO SOCIAL - COMUNICAÇÃO MERCADOLÓGICA;Presencial;;;77.0;58.0;63.0;56.0;;;;;;;70.0;38.0;74.0;42.0;;;;
COMUNICAÇÃO SOCIAL - COMUNICAÇÃO SOCIAL - EDITORAÇÃO;Presencial;;8.0;4.0;;;;;;;;;17.0;5.0;;;;;;;
COMUNICAÇÃO SOCIAL - EDITORAÇÃO;Presencial;;;;;;;;;2.0;;;;;;;;;;4.0;
COMUNICAÇÃO SOCIAL - FOTOGRAFIA;Presencial;;19.0;17.0;;19.0;27.0;19.0;18.0;13.0;;;8.0;10.0;;9.0;5.0;10.0;7.0;5.0;
COMUNICAÇÃO SOCIAL - HABILITAÇÃO REALIZAÇÃO AUDIOVISUAL;Presencial;;;;;;;27.0;24.0;32.0;17.0;;;;;;;12.0;20.0;14.0;16.0
COMUNICAÇÃO SOCIAL - JORNALISMO;Presencial;;4285.0;4871.0;4289.0;9464.0;10210.0;8295.0;6426.0;5825.0;4738.0;;2516.0;2731.0;2376.0;3630.0;3649.0;3346.0;3185.0;2810.0;3002.0
COMUNICAÇÃO SOCIAL - JORNALISMO - JORNALISMO;Presencial;;49.0;42.0;;;;;;;;;37.0;42.0;;;;;;;
COMUNICAÇÃO SOCIAL - JORNALISMO E RELAÇÕES PÚBLICAS;Presencial;;80.0;39.0;379.0;98.0;91.0;92.0;;;;;0.0;0.0;103.0;96.0;135.0;140.0;;;
